ndc,order_id,vendor_name,order_date,received_date,quantity_ordered,quantity_received,program_flag
66846-5233-34,OR001537,Whitaker Inc,2025-05-27,2025-05-17,236,101,WAC
72399-7465-87,OR001538,"Brown, Casey and Davis",2025-05-12,2025-05-14,432,99,340B
34396-3607-88,OR001539,"Andersen, Nelson and Maldonado",2025-05-08,2025-05-12,130,491,340B
80085-9578-85,OR001540,Williams Group,2025-05-07,2025-05-03,454,276,WAC
73481-4958-85,OR001541,Santiago-Kane,2025-05-10,2025-05-23,466,248,WAC
19626-4924-78,OR001542,Dixon-Berg,2025-05-22,2025-05-07,285,266,WAC
97637-3166-19,OR001543,Cooper and Sons,2025-05-04,2025-05-19,462,470,GPO
79464-4512-50,OR001544,"Cameron, Ray and Alexander",2025-05-10,2025-05-14,280,387,WAC
80345-6736-20,OR001545,Callahan-Richards,2025-05-23,2025-05-05,394,172,GPO
80085-9578-85,OR001546,Walker and Sons,2025-05-26,2025-05-26,286,387,GPO
22180-1129-36,OR001547,Bell LLC,2025-05-05,2025-05-07,186,477,GPO
61316-4770-72,OR001548,Hoover Group,2025-05-16,2025-05-05,152,334,WAC
77809-1449-35,OR001549,Gibson and Sons,2025-05-12,2025-05-20,436,327,WAC
85235-1789-99,OR001550,Duncan-Henderson,2025-05-01,2025-05-17,420,447,WAC
13258-1543-89,OR001551,Carter-Johnson,2025-05-08,2025-05-28,117,268,GPO
25966-5473-34,OR001552,"Roberts, Lyons and Miller",2025-05-06,2025-05-13,355,380,340B
76067-5099-76,OR001553,"Vance, Hall and Hill",2025-05-03,2025-05-18,306,207,WAC
28338-6319-30,OR001554,"Johnson, Rhodes and Salazar",2025-05-10,2025-05-06,337,411,WAC
55693-7673-85,OR001555,"Collins, Craig and Lopez",2025-05-17,2025-05-03,231,276,WAC
86921-9574-68,OR001556,"Gordon, Rojas and Sullivan",2025-05-10,2025-05-21,492,381,GPO
95080-7992-68,OR001557,"Fox, Riddle and Price",2025-05-26,2025-05-05,217,328,WAC
92785-5205-44,OR001558,Duncan PLC,2025-05-17,2025-05-11,441,484,GPO
25199-7802-50,OR001559,Harding-Crane,2025-05-13,2025-05-21,339,98,GPO
57932-2274-56,OR001560,Conley-Myers,2025-05-02,2025-05-10,227,246,340B
52741-1637-76,OR001561,Golden PLC,2025-05-08,2025-05-11,388,336,GPO
83606-6576-94,OR001562,Hamilton LLC,2025-05-25,2025-05-09,119,266,340B
28907-9325-49,OR001563,Murillo LLC,2025-05-27,2025-05-25,417,299,340B
81517-4292-22,OR001564,"Peters, West and Greene",2025-05-16,2025-05-16,381,380,GPO
82564-8170-60,OR001565,"Garner, Cox and Jones",2025-05-10,2025-05-08,122,169,340B
73988-7647-45,OR001566,Ruiz-Powell,2025-05-09,2025-05-15,342,462,340B
53321-6255-71,OR001567,Chen Inc,2025-05-22,2025-05-14,457,347,340B
49964-1164-90,OR001568,"Kent, Silva and Schmidt",2025-05-26,2025-05-08,342,498,340B
48460-9254-16,OR001569,Wu Group,2025-05-09,2025-05-06,469,97,GPO
13345-9669-25,OR001570,Bridges-Johnson,2025-05-20,2025-05-08,346,442,GPO
88131-6543-45,OR001571,Wilson-Wilson,2025-05-13,2025-05-25,482,218,GPO
67743-8662-33,OR001572,"Anderson, Black and Reyes",2025-05-07,2025-05-21,409,307,GPO
97484-2552-64,OR001573,Garcia-Alexander,2025-05-25,2025-05-23,433,117,GPO
70488-2496-33,OR001574,Dyer Inc,2025-05-24,2025-05-10,288,319,340B
46802-8333-96,OR001575,Thompson-Burke,2025-05-16,2025-05-18,489,145,WAC
82365-5121-73,OR001576,Ruiz-Diaz,2025-05-24,2025-05-04,339,105,340B
16981-2897-56,OR001577,Peterson and Sons,2025-05-22,2025-05-23,457,277,WAC
65193-7597-63,OR001578,"Hernandez, Phillips and Morgan",2025-05-07,2025-05-21,161,184,GPO
93612-4597-72,OR001579,Franklin-Mann,2025-05-02,2025-05-16,285,357,340B
58629-2628-59,OR001580,Rodriguez Inc,2025-05-15,2025-05-20,220,270,GPO
28155-4444-40,OR001581,"Smith, Snyder and Beasley",2025-05-03,2025-05-20,395,125,WAC
12891-2797-84,OR001582,Jacobs PLC,2025-05-03,2025-05-08,220,248,GPO
68701-7547-40,OR001583,King PLC,2025-05-16,2025-05-09,288,142,GPO
14637-2276-75,OR001584,"Solomon, Moore and Fitzgerald",2025-05-17,2025-05-14,346,434,WAC
37792-6888-33,OR001585,Maddox and Sons,2025-05-07,2025-05-10,280,96,WAC
66656-8333-60,OR001586,"Meyer, Sanders and Newman",2025-05-19,2025-05-23,374,273,GPO
21689-3472-57,OR001587,"Velasquez, Cobb and Cooper",2025-05-25,2025-05-19,349,479,WAC
35528-3716-57,OR001588,"Hernandez, Brooks and Smith",2025-05-28,2025-05-17,329,244,340B
81497-4525-95,OR001589,"Lewis, Cervantes and Peck",2025-05-07,2025-05-10,254,251,GPO
72399-7465-87,OR001590,"Gilbert, Walters and Wright",2025-05-13,2025-05-20,251,197,GPO
43848-2571-47,OR001591,"Villegas, Kim and Alvarado",2025-05-14,2025-05-02,168,118,GPO
10096-4934-33,OR001592,Brown-Chambers,2025-05-11,2025-05-13,198,191,WAC
50159-2276-84,OR001593,"Duran, Jones and Morris",2025-05-11,2025-05-14,130,440,GPO
90108-6783-28,OR001594,"Hayden, Silva and Stevenson",2025-05-04,2025-05-21,103,464,340B
55110-5931-15,OR001595,Rose LLC,2025-05-11,2025-05-05,359,411,GPO
53828-8546-76,OR001596,Doyle-Smith,2025-05-18,2025-05-05,239,435,WAC
40654-9824-80,OR001597,Yang-Torres,2025-05-07,2025-05-02,378,208,WAC
80085-9578-85,OR001598,"Young, Gonzalez and Brown",2025-05-08,2025-05-25,120,496,GPO
56950-1684-99,OR001599,Mitchell-Brown,2025-05-25,2025-05-18,120,309,WAC
11335-6320-10,OR001600,Rosario-Larson,2025-05-28,2025-05-03,321,257,GPO
39283-1366-28,OR001601,Travis-Allen,2025-05-23,2025-05-08,198,423,WAC
32663-6889-19,OR001602,"Ward, Lee and Martinez",2025-05-21,2025-05-08,318,429,WAC
37768-7595-55,OR001603,Graves Group,2025-05-02,2025-05-12,395,392,WAC
21680-8960-18,OR001604,Anderson Ltd,2025-05-03,2025-05-08,483,167,340B
46802-8333-96,OR001605,Brown LLC,2025-05-20,2025-05-03,310,334,GPO
93462-1869-39,OR001606,"House, Morrow and Cruz",2025-05-01,2025-05-28,168,294,WAC
31586-6516-50,OR001607,"Herrera, Washington and Lucas",2025-05-05,2025-05-17,326,459,WAC
32109-4667-15,OR001608,"Blair, Pierce and Mata",2025-05-08,2025-05-25,108,353,WAC
50012-1841-19,OR001609,"Davila, Davis and Mckenzie",2025-05-01,2025-05-08,122,146,340B
83194-2700-52,OR001610,Soto Group,2025-05-17,2025-05-09,390,390,WAC
96978-3976-40,OR001611,Perez Group,2025-05-09,2025-05-07,302,80,340B
64155-1565-83,OR001612,Dalton-Nelson,2025-05-19,2025-05-10,486,434,GPO
40305-6430-27,OR001613,Jensen PLC,2025-05-18,2025-05-16,436,119,340B
41273-1150-89,OR001614,"Estrada, Barnes and Yang",2025-05-26,2025-05-06,274,458,WAC
16981-2897-56,OR001615,Cook-Stewart,2025-05-16,2025-05-19,263,341,GPO
85455-8230-73,OR001616,"Trujillo, Stokes and Russo",2025-05-02,2025-05-12,310,196,WAC
56813-9159-65,OR001617,Davis-Lam,2025-05-12,2025-05-07,263,216,GPO
86921-9574-68,OR001618,Bennett-Mendez,2025-05-26,2025-05-19,493,467,WAC
83514-1529-29,OR001619,Pitts-Smith,2025-05-22,2025-05-16,141,347,GPO
33946-1880-84,OR001620,Reed Group,2025-05-09,2025-05-19,498,87,340B
13645-7152-38,OR001621,"Ramirez, Butler and Garcia",2025-05-01,2025-05-15,447,110,340B
36915-6203-49,OR001622,"Lane, Hodge and Taylor",2025-05-17,2025-05-19,448,178,340B
40654-9824-80,OR001623,"Fowler, Conrad and Larson",2025-05-23,2025-05-13,225,218,340B
81269-1007-26,OR001624,Miller-Greene,2025-05-01,2025-05-27,272,212,340B
96272-2683-81,OR001625,Wilson-Martinez,2025-05-24,2025-05-13,431,297,GPO
97981-9753-58,OR001626,Rivera-Mosley,2025-05-14,2025-05-04,172,291,WAC
28458-5420-76,OR001627,"Kent, Benitez and Wallace",2025-05-05,2025-05-13,198,148,340B
65761-9089-15,OR001628,"Smith, Figueroa and Stewart",2025-05-21,2025-05-11,440,340,340B
47726-9022-34,OR001629,"Cole, Davis and Campbell",2025-05-23,2025-05-16,256,298,GPO
73716-6575-66,OR001630,David Ltd,2025-05-10,2025-05-18,433,228,WAC
82998-9790-75,OR001631,Graves-Zimmerman,2025-05-06,2025-05-28,423,460,GPO
95151-6745-71,OR001632,Knight-Cannon,2025-05-16,2025-05-10,424,385,WAC
42263-7126-25,OR001633,Smith Ltd,2025-05-14,2025-05-03,333,455,WAC
77316-8508-66,OR001634,Davidson and Sons,2025-05-28,2025-05-22,407,186,GPO
80603-6250-97,OR001635,Hill-Brennan,2025-05-25,2025-05-22,358,120,340B
98668-3370-33,OR001636,"Hunter, Kennedy and Powell",2025-05-25,2025-05-21,346,486,GPO
93612-4597-72,OR001637,"Espinoza, Hartman and Livingston",2025-05-15,2025-05-07,276,141,340B
32989-1329-16,OR001638,Khan PLC,2025-05-21,2025-05-21,282,323,340B
50159-2276-84,OR001639,Lee-Michael,2025-05-15,2025-05-08,413,323,340B
47458-4914-59,OR001640,Smith Ltd,2025-05-15,2025-05-22,177,168,340B
32533-7259-96,OR001641,Miller-Houston,2025-05-06,2025-05-08,417,479,WAC
94692-7091-12,OR001642,"May, Ray and Watson",2025-05-06,2025-05-07,186,487,WAC
92785-5205-44,OR001643,Smith-Thomas,2025-05-21,2025-05-12,485,129,GPO
68410-3439-86,OR001644,Pena LLC,2025-05-13,2025-05-05,257,486,340B
52952-5612-11,OR001645,"Yates, Reeves and Smith",2025-05-09,2025-05-22,231,97,GPO
99082-7092-28,OR001646,"Hart, Miller and Davis",2025-05-03,2025-05-25,220,414,WAC
80984-3491-96,OR001647,Johnson and Sons,2025-05-19,2025-05-07,324,359,340B
22734-9475-51,OR001648,Romero-Stevens,2025-05-03,2025-05-26,496,478,340B
48976-6024-32,OR001649,Rodriguez-Alvarez,2025-05-06,2025-05-03,219,152,WAC
25913-3240-37,OR001650,"Miller, Gibbs and Smith",2025-05-28,2025-05-01,237,117,340B
15052-8192-85,OR001651,Rodriguez Ltd,2025-05-20,2025-05-22,293,130,GPO
29702-9239-34,OR001652,"Morgan, Peters and Rivera",2025-05-22,2025-05-16,195,120,GPO
94992-2141-61,OR001653,Dixon-Gutierrez,2025-05-04,2025-05-17,132,208,340B
66656-8333-60,OR001654,"Wilson, Jackson and Osborn",2025-05-06,2025-05-03,388,482,340B
33824-9319-91,OR001655,Brown-Brown,2025-05-09,2025-05-17,456,274,GPO
40161-4951-98,OR001656,Miller LLC,2025-05-27,2025-05-24,342,448,GPO
87923-2829-53,OR001657,Alvarez Group,2025-05-22,2025-05-24,131,227,WAC
26314-6281-52,OR001658,Henderson-Herrera,2025-05-15,2025-05-12,410,167,WAC
41732-4475-29,OR001659,Davis-Acosta,2025-05-26,2025-05-16,128,179,340B
47726-9022-34,OR001660,Knox-Morris,2025-05-17,2025-05-09,168,436,GPO
32965-3980-43,OR001661,Roman-Cain,2025-05-15,2025-05-09,145,416,340B
27484-6104-57,OR001662,Rose Ltd,2025-05-23,2025-05-26,298,103,WAC
86533-6291-42,OR001663,Guerrero Group,2025-05-21,2025-05-16,285,139,GPO
55363-6157-15,OR001664,"Davis, Fisher and Miller",2025-05-27,2025-05-01,376,418,GPO
58014-6201-51,OR001665,"Barnett, Allen and Craig",2025-05-24,2025-05-26,317,288,340B
26803-2029-19,OR001666,"Mcmillan, Berger and Martinez",2025-05-05,2025-05-13,260,384,WAC
81572-2876-57,OR001667,Stanley-Combs,2025-05-25,2025-05-12,127,379,WAC
77363-3813-39,OR001668,"Hall, Miller and George",2025-05-03,2025-05-01,166,467,GPO
32989-1329-16,OR001669,Thomas-Stephens,2025-05-05,2025-05-15,192,279,GPO
94692-7091-12,OR001670,Rogers Inc,2025-05-06,2025-05-15,213,405,340B
66876-9431-30,OR001671,Alvarez-Wilkerson,2025-05-10,2025-05-26,330,137,WAC
66846-5233-34,OR001672,Salinas-Young,2025-05-15,2025-05-22,461,280,WAC
76067-5099-76,OR001673,Wells Inc,2025-05-13,2025-05-09,175,160,WAC
32062-2833-80,OR001674,Manning-Clayton,2025-05-08,2025-05-11,128,388,340B
34825-2263-67,OR001675,Myers-Harvey,2025-05-14,2025-05-07,289,362,GPO
29322-1577-77,OR001676,Johnson-Perez,2025-05-21,2025-05-07,251,463,GPO
70488-2496-33,OR001677,Lloyd-Garcia,2025-05-27,2025-05-17,310,86,340B
35990-7665-11,OR001678,"Smith, Jackson and Smith",2025-05-24,2025-05-09,235,253,GPO
23298-2454-91,OR001679,Rodriguez-Bradley,2025-05-14,2025-05-02,379,119,340B
31766-5594-14,OR001680,Pierce-Hamilton,2025-05-25,2025-05-05,301,148,WAC
36217-4424-81,OR001681,Fischer LLC,2025-05-07,2025-05-22,255,284,GPO
54637-5116-36,OR001682,Rich Ltd,2025-05-21,2025-05-10,192,251,WAC
34363-8976-15,OR001683,"Smith, Bell and Carroll",2025-05-07,2025-05-26,376,499,WAC
10796-7062-18,OR001684,Jackson and Sons,2025-05-08,2025-05-09,379,104,GPO
10096-4934-33,OR001685,"Russell, Peterson and Washington",2025-05-20,2025-05-09,441,233,GPO
18486-6476-33,OR001686,Thomas-Hester,2025-05-13,2025-05-19,408,481,340B
28458-5420-76,OR001687,Davis-Pacheco,2025-05-07,2025-05-04,137,179,340B
55708-1368-13,OR001688,Garner-Ross,2025-05-16,2025-05-02,418,258,WAC
89075-3395-46,OR001689,Brady PLC,2025-05-01,2025-05-23,258,351,340B
26343-9665-81,OR001690,Wu-Green,2025-05-10,2025-05-14,347,152,WAC
11927-7963-80,OR001691,"Lawrence, Knox and Mcdonald",2025-05-28,2025-05-28,441,428,340B
41657-1497-80,OR001692,"Butler, Nguyen and Fleming",2025-05-22,2025-05-24,157,130,GPO
18121-7982-38,OR001693,"Rose, Chavez and Webb",2025-05-22,2025-05-01,103,171,GPO
93725-6530-48,OR001694,Hayes Group,2025-05-06,2025-05-06,106,264,340B
70312-8718-29,OR001695,"Williams, Cummings and Johnson",2025-05-26,2025-05-11,354,338,GPO
58030-1892-29,OR001696,"Contreras, Berg and Hoover",2025-05-21,2025-05-15,183,306,340B
89614-6123-24,OR001697,Barnes LLC,2025-05-23,2025-05-18,318,180,GPO
18556-7178-41,OR001698,"Thompson, Kent and Jones",2025-05-03,2025-05-03,280,495,GPO
32109-4667-15,OR001699,Rhodes-Fisher,2025-05-02,2025-05-15,131,143,340B
32967-6541-89,OR001700,Mendez-Wood,2025-05-28,2025-05-11,148,310,GPO
77316-8508-66,OR001701,Taylor LLC,2025-05-01,2025-05-09,197,453,340B
76631-9059-56,OR001702,Cross-Smith,2025-05-08,2025-05-12,341,430,WAC
32960-5630-32,OR001703,Ochoa-Ramirez,2025-05-07,2025-05-23,470,468,GPO
28338-6319-30,OR001704,Flores-Marshall,2025-05-13,2025-05-06,422,160,340B
56527-4342-79,OR001705,Cannon-Baker,2025-05-05,2025-05-03,187,489,WAC
12846-1701-99,OR001706,Fernandez LLC,2025-05-12,2025-05-12,339,253,GPO
36915-6203-49,OR001707,"Cherry, Hickman and White",2025-05-18,2025-05-18,308,219,GPO
16535-8427-28,OR001708,Cowan Ltd,2025-05-06,2025-05-09,222,81,340B
31179-7457-81,OR001709,Merritt and Sons,2025-05-19,2025-05-06,200,119,340B
47273-5439-41,OR001710,Bowen Ltd,2025-05-21,2025-05-22,317,295,WAC
44831-4793-19,OR001711,Walker Ltd,2025-05-15,2025-05-10,317,119,GPO
97101-9543-16,OR001712,Norton-Green,2025-05-07,2025-05-03,168,137,340B
31766-5594-14,OR001713,Sutton Ltd,2025-05-15,2025-05-20,131,411,340B
57513-6035-43,OR001714,Pearson PLC,2025-05-27,2025-05-16,406,442,WAC
52535-2692-60,OR001715,"Robbins, Miles and Davenport",2025-05-17,2025-05-06,322,88,GPO
39283-1366-28,OR001716,Miller-Rogers,2025-05-01,2025-05-25,382,403,GPO
91721-8491-39,OR001717,Mann Group,2025-05-01,2025-05-16,170,274,GPO
73361-2792-22,OR001718,Moore-Richards,2025-05-12,2025-05-26,473,382,GPO
82155-6680-47,OR001719,Alexander-Sanchez,2025-05-18,2025-05-26,403,407,340B
41083-1284-27,OR001720,Long-Hamilton,2025-05-09,2025-05-19,214,420,WAC
83719-1303-14,OR001721,Mccann PLC,2025-05-19,2025-05-23,462,183,WAC
56414-4707-52,OR001722,"Kent, Smith and Buck",2025-05-05,2025-05-24,234,288,340B
78978-9978-16,OR001723,Barnes-Ray,2025-05-21,2025-05-13,296,104,340B
80345-6736-20,OR001724,"Rowe, Jones and Franklin",2025-05-14,2025-05-21,383,356,340B
55336-7003-35,OR001725,Willis Group,2025-05-14,2025-05-16,252,249,WAC
58934-7704-99,OR001726,Cox-Brown,2025-05-04,2025-05-04,416,454,340B
18804-6363-76,OR001727,Ortiz-Tran,2025-05-17,2025-05-11,325,224,WAC
87532-8271-37,OR001728,"Perry, Jordan and Hill",2025-05-14,2025-05-10,398,224,340B
16981-2897-56,OR001729,"Mcclure, Franklin and Choi",2025-05-24,2025-05-26,192,354,GPO
68701-7547-40,OR001730,Mcmillan Group,2025-05-20,2025-05-19,221,379,340B
84482-7202-14,OR001731,"Goodwin, Cook and Garner",2025-05-16,2025-05-18,451,257,340B
15893-8006-79,OR001732,Young LLC,2025-05-11,2025-05-02,464,96,WAC
26439-2193-41,OR001733,Kelly Ltd,2025-05-10,2025-05-01,346,245,340B
70312-8718-29,OR001734,"Powell, Vega and Parker",2025-05-16,2025-05-22,480,319,340B
49379-4376-41,OR001735,Porter-Huerta,2025-05-02,2025-05-19,456,291,340B
32062-2833-80,OR001736,Lopez-Cameron,2025-05-17,2025-05-05,478,239,WAC
66613-9347-17,OR001737,Shannon-Cooper,2025-05-21,2025-05-20,462,184,GPO
16535-8427-28,OR001738,Martinez-Chapman,2025-05-05,2025-05-16,357,297,340B
18804-6363-76,OR001739,"Allen, Allen and Bennett",2025-05-06,2025-05-07,300,397,WAC
17142-7235-58,OR001740,Villa PLC,2025-05-07,2025-05-28,455,275,340B
63673-4111-95,OR001741,"Banks, Welch and Horton",2025-05-25,2025-05-05,438,114,WAC
96978-3976-40,OR001742,Jackson-Johnson,2025-05-15,2025-05-16,359,117,WAC
93612-4597-72,OR001743,King and Sons,2025-05-16,2025-05-20,276,404,WAC
66693-8497-83,OR001744,Cox-Best,2025-05-15,2025-05-23,356,312,WAC
10655-7096-61,OR001745,"Montgomery, Kelley and Bryant",2025-05-10,2025-05-26,465,117,GPO
32109-4667-15,OR001746,King LLC,2025-05-13,2025-05-24,390,415,GPO
81572-2876-57,OR001747,Rodriguez and Sons,2025-05-25,2025-05-10,377,354,GPO
26803-2029-19,OR001748,"Chambers, Hoover and Lee",2025-05-15,2025-05-17,107,139,WAC
50217-6704-57,OR001749,"Ellis, Barajas and Reese",2025-05-11,2025-05-22,214,404,WAC
23544-2610-91,OR001750,"Russell, Briggs and Flowers",2025-05-13,2025-05-28,228,337,340B
57509-5465-31,OR001751,Silva LLC,2025-05-01,2025-05-12,262,213,GPO
73162-2439-31,OR001752,Peterson Ltd,2025-05-24,2025-05-11,163,109,340B
97981-9753-58,OR001753,Johnson Group,2025-05-25,2025-05-17,261,391,GPO
78572-5008-66,OR001754,Matthews and Sons,2025-05-17,2025-05-17,305,465,WAC
94585-7194-28,OR001755,Newman-Torres,2025-05-19,2025-05-13,438,357,WAC
75250-3796-11,OR001756,Anderson-Wagner,2025-05-12,2025-05-20,329,398,WAC
81497-4525-95,OR001757,"Moore, Miller and Johnson",2025-05-14,2025-05-15,203,479,GPO
88047-8782-37,OR001758,Davis and Sons,2025-05-21,2025-05-07,297,465,GPO
90108-6783-28,OR001759,Lopez LLC,2025-05-11,2025-05-04,329,287,GPO
89396-3878-62,OR001760,"Wood, Chandler and Jackson",2025-05-11,2025-05-26,313,86,GPO
95080-7992-68,OR001761,Davis-Mccall,2025-05-06,2025-05-13,286,128,WAC
64466-4027-31,OR001762,"Dean, Malone and Alvarado",2025-05-10,2025-05-26,366,267,340B
80654-7964-89,OR001763,Carrillo Ltd,2025-05-12,2025-05-03,311,464,WAC
41262-6150-98,OR001764,Howard Ltd,2025-05-14,2025-05-11,481,256,GPO
87674-7540-39,OR001765,Jones Ltd,2025-05-11,2025-05-15,374,358,340B
31394-7867-97,OR001766,"Vasquez, Goodwin and Nelson",2025-05-24,2025-05-22,192,190,WAC
82445-2649-81,OR001767,Brooks-Perez,2025-05-23,2025-05-06,495,486,WAC
85015-7082-87,OR001768,"Bullock, Clay and Flores",2025-05-28,2025-05-24,371,202,340B
83993-2627-64,OR001769,Ramos Group,2025-05-05,2025-05-14,151,298,WAC
75250-3796-11,OR001770,"Black, Lynch and Jimenez",2025-05-02,2025-05-17,125,430,WAC
12890-9776-38,OR001771,Lee-Green,2025-05-06,2025-05-17,224,88,WAC
33751-2823-76,OR001772,Soto and Sons,2025-05-01,2025-05-08,146,301,340B
51547-3775-81,OR001773,Thompson PLC,2025-05-14,2025-05-08,137,228,340B
30706-5961-36,OR001774,"Crosby, Logan and Jackson",2025-05-04,2025-05-21,299,83,GPO
71572-1446-53,OR001775,"Barron, Johnson and Martin",2025-05-27,2025-05-21,351,359,WAC
63335-5316-90,OR001776,Phillips-Johnson,2025-05-22,2025-05-09,134,408,340B
69335-6896-57,OR001777,"Williams, Fitzgerald and Stewart",2025-05-21,2025-05-24,162,335,340B
95421-6869-51,OR001778,"Adams, Wong and Roberts",2025-05-26,2025-05-28,434,172,340B
58080-2853-70,OR001779,Howell-York,2025-05-04,2025-05-27,169,222,WAC
18556-7178-41,OR001780,David-Jones,2025-05-12,2025-05-02,244,231,340B
81517-4292-22,OR001781,Lopez Group,2025-05-05,2025-05-27,384,290,WAC
79575-4630-40,OR001782,Sanders-Stewart,2025-05-09,2025-05-22,208,318,GPO
72849-5105-51,OR001783,Barron-Hall,2025-05-08,2025-05-19,231,262,GPO
85960-5939-38,OR001784,Colon PLC,2025-05-16,2025-05-10,473,109,GPO
43848-2571-47,OR001785,Rodriguez Group,2025-05-17,2025-05-20,397,206,GPO
53426-1256-84,OR001786,"Young, Barber and Moore",2025-05-14,2025-05-14,135,315,GPO
55336-7003-35,OR001787,Bradford Group,2025-05-20,2025-05-27,457,283,340B
39464-6500-89,OR001788,Miller and Sons,2025-05-01,2025-05-03,444,414,GPO
95421-6869-51,OR001789,Osborn-Brown,2025-05-27,2025-05-26,451,208,340B
35593-1337-89,OR001790,"Payne, Edwards and Walker",2025-05-01,2025-05-10,465,162,340B
65193-7597-63,OR001791,"Giles, Malone and Mills",2025-05-04,2025-05-13,375,249,GPO
38846-7713-11,OR001792,"Romero, Gomez and Wagner",2025-05-18,2025-05-27,395,424,WAC
95919-2035-25,OR001793,"Murphy, Watkins and Murphy",2025-05-18,2025-05-25,163,351,GPO
78978-9978-16,OR001794,Hess PLC,2025-05-09,2025-05-09,310,103,340B
95148-8420-63,OR001795,Evans and Sons,2025-05-19,2025-05-14,205,460,GPO
72980-6667-27,OR001796,Whitaker PLC,2025-05-16,2025-05-23,347,114,340B
33479-5759-31,OR001797,"Smith, Sullivan and Wade",2025-05-04,2025-05-18,180,259,GPO
54922-1159-27,OR001798,Arias-Bryan,2025-05-15,2025-05-12,320,189,WAC
53379-6004-98,OR001799,Edwards Inc,2025-05-23,2025-05-10,477,258,GPO
59322-3085-87,OR001800,"Parker, Francis and Eaton",2025-05-05,2025-05-11,417,90,GPO
10655-7096-61,OR001801,Hall-Cobb,2025-05-23,2025-05-20,322,287,GPO
95153-5139-60,OR001802,"Ballard, Cook and Murray",2025-05-28,2025-05-14,440,86,GPO
73481-4958-85,OR001803,Ford-Thomas,2025-05-25,2025-05-26,325,85,WAC
53379-6004-98,OR001804,"Hamilton, Goodwin and Villarreal",2025-05-18,2025-05-16,262,367,GPO
31148-5155-55,OR001805,"Holloway, Chen and Graham",2025-05-11,2025-05-22,399,182,GPO
51315-2610-79,OR001806,Turner-Estrada,2025-05-25,2025-05-28,237,293,340B
81649-8043-53,OR001807,Larson-Patterson,2025-05-11,2025-05-08,154,218,WAC
99135-7915-16,OR001808,Ferguson PLC,2025-05-18,2025-05-20,156,329,WAC
97484-2552-64,OR001809,"Cooper, Holmes and Rodriguez",2025-05-20,2025-05-28,112,254,340B
25913-3240-37,OR001810,"Holmes, Atkinson and Robinson",2025-05-24,2025-05-27,310,439,GPO
16845-5751-21,OR001811,Garcia-Johnson,2025-05-14,2025-05-25,181,106,GPO
23713-4516-97,OR001812,French-Brown,2025-05-05,2025-05-01,314,280,GPO
68701-7547-40,OR001813,Williams LLC,2025-05-02,2025-05-10,166,473,340B
86986-6354-33,OR001814,Joseph and Sons,2025-05-14,2025-05-04,265,338,340B
77316-8508-66,OR001815,Sanchez-Turner,2025-05-27,2025-05-05,413,276,GPO
78572-5008-66,OR001816,Armstrong-Huffman,2025-05-05,2025-05-08,425,320,WAC
64466-4027-31,OR001817,Hill-Bishop,2025-05-22,2025-05-01,332,194,GPO
82365-5121-73,OR001818,Stewart PLC,2025-05-06,2025-05-08,427,329,WAC
55108-6274-31,OR001819,Mcdonald LLC,2025-05-01,2025-05-18,464,323,WAC
31394-7867-97,OR001820,West PLC,2025-05-08,2025-05-20,229,265,GPO
83606-6576-94,OR001821,Haynes and Sons,2025-05-10,2025-05-17,492,353,GPO
80029-1765-73,OR001822,Fleming Inc,2025-05-19,2025-05-25,401,170,WAC
45880-1586-65,OR001823,Hamilton-Cummings,2025-05-23,2025-05-22,467,292,WAC
60885-8402-20,OR001824,Johnson-Chapman,2025-05-23,2025-05-18,209,333,GPO
80654-7964-89,OR001825,"Leon, Brewer and Thomas",2025-05-25,2025-05-19,381,447,WAC
88047-8782-37,OR001826,"Simpson, Patterson and Meza",2025-05-20,2025-05-02,458,283,GPO
75250-3796-11,OR001827,"Pacheco, Castillo and Santiago",2025-05-06,2025-05-09,437,145,WAC
41657-1497-80,OR001828,"Hooper, Hicks and Collier",2025-05-24,2025-05-11,445,309,WAC
30763-2625-77,OR001829,"Bond, Wright and Hansen",2025-05-18,2025-05-28,100,320,GPO
93462-1869-39,OR001830,Boyd Group,2025-05-27,2025-05-09,161,464,340B
40941-1767-28,OR001831,Booth-George,2025-05-02,2025-05-07,372,308,WAC
32505-8392-42,OR001832,"Lozano, Ingram and Castro",2025-05-02,2025-05-22,447,116,340B
99363-4572-86,OR001833,Miles LLC,2025-05-13,2025-05-06,422,389,GPO
94992-2141-61,OR001834,Walker-Fleming,2025-05-26,2025-05-02,204,459,WAC
85960-5939-38,OR001835,Raymond-Cisneros,2025-05-25,2025-05-26,364,383,WAC
75862-5818-37,OR001836,"Patel, Shaffer and Smith",2025-05-10,2025-05-23,165,280,WAC
28155-4444-40,OR001837,Butler PLC,2025-05-18,2025-05-28,236,168,WAC
48976-6024-32,OR001838,Keller-Thomas,2025-05-18,2025-05-20,323,179,340B
38983-9365-16,OR001839,Barton Inc,2025-05-17,2025-05-20,310,349,WAC
28155-4444-40,OR001840,"Daniels, Williams and Carr",2025-05-17,2025-05-08,376,325,GPO
33186-6346-96,OR001841,Atkinson Inc,2025-05-01,2025-05-04,208,308,WAC
52952-5612-11,OR001842,Ortiz-Byrd,2025-05-08,2025-05-08,175,159,WAC
86356-5470-95,OR001843,Avila Inc,2025-05-07,2025-05-18,263,404,340B
